"occurrenceStatus.2";"geometry.2";"pred.2"
1;c(13.92318, 55.51364);0,239
1;c(17.245686, 68.798228);0,876
1;c(14.023528, 67.042936);0,531
1;c(15.028222, 68.99448);0,531
1;c(14.393427, 67.076126);0,848
1;c(15.190296, 68.015009);0,531
1;c(14.084685, 67.157679);0,8
1;c(14.051762, 66.787467);0,858
1;c(13.849956, 66.874904);0,846
1;c(19.104651, 69.719351);0,842
1;c(17.42031, 59.50815);0,365
1;c(17.13048, 59.594);0,571
1;c(8.631, 61.4911);0,822
1;c(17.24649, 60.11076);0,596
1;c(18.49878, 60.29146);0,303
1;c(18.47601, 60.27845);0,303
1;c(18.12138, 60.12169);0,481
1;c(15.71089, 58.48702);0,388
1;c(18.42329, 60.20133);0,348
1;c(18.93335, 59.87924);0,383
1;c(19.00704, 59.78539);0,531
1;c(18.76448, 59.97801);0,339
1;c(18.81989, 60.00613);0,336
1;c(18.57556, 59.93694);0,358
1;c(18.61176, 59.89935);0,291
1;c(18.6712, 59.86304);0,292
1;c(18.33364, 59.72088);0,388
1;c(18.39933, 59.63508);0,293
1;c(18.73388, 59.62096);0,531
1;c(18.63101, 59.70494);0,295
1;c(18.85011, 59.72968);0,29
1;c(18.5519, 59.73716);0,302
1;c(18.60266, 59.75279);0,276
1;c(18.72848, 59.74233);0,296
1;c(18.27943, 59.80543);0,299
1;c(7.175608, 60.832755);0,851
1;c(9.71943, 61.353183);0,45
1;c(9.659, 61.367706);0,74
1;c(8.816426, 61.494035);0,811
1;c(9.747691, 61.604278);0,476
1;c(14.575579, 67.37026);0,809
1;c(13.44313, 57.87151);0,227
1;c(12.2933, 59.11559);0,287
1;c(15.8067, 57.87731);0,355
1;c(15.48151, 58.01577);0,353
1;c(7.8291, 63.37736);0,83
1;c(17.39743, 59.84689);0,423
1;c(18.3352, 59.85915);0,332
1;c(18.00056, 60.46852);0,395
1;c(17.84366, 60.54732);0,45
1;c(17.51047, 60.55468);0,535
1;c(17.66136, 60.41981);0,515
1;c(17.90084, 60.58594);0,531
1;c(17.52203, 60.35973);0,538
1;c(17.93265, 60.51452);0,471
1;c(17.86925, 60.49127);0,518
1;c(17.86493, 60.30818);0,539
1;c(18.0076, 60.54562);0,531
1;c(14.814601, 63.317693);0,462
1;c(12.097943, 63.317131);0,851
1;c(16.704314, 58.344296);0,436
1;c(14.505734, 57.924651);0,371
1;c(15.747283, 57.22195);0,43
1;c(15.570168, 57.220844);0,387
1;c(14.593197, 63.030365);0,366
1;c(12.702277, 56.460262);0,531
1;c(13.312909, 61.088176);0,507
1;c(14.402791, 62.67927);0,497
1;c(14.383629, 62.708331);0,497
1;c(14.574219, 63.035315);0,548
1;c(16.389388, 57.838385);0,462
1;c(15.664167, 57.148897);0,401
1;c(10.5067139575992, 60.2417690769992);0,614
1;c(8.83256723685754, 60.0388444465018);0,468
1;c(10.1864177239209, 59.8768516478989);0,607
1;c(10.1861180641446, 59.8678512937807);0,54
1;c(10.1504168817079, 59.8682509582601);0,6
1;c(11.4092422757053, 62.6624750232501);0,599
1;c(11.3173355991815, 62.7358771427643);0,679
1;c(11.7551574707076, 62.6022758844737);0,755
1;c(10.835234657113, 62.3793578728881);0,688
1;c(8.19600891950581, 60.9302730192167);0,859
1;c(8.2483, 61.9016);0,767
1;c(11.3429443396357, 62.564870387253);0,649
1;c(8.64886257370748, 60.0074413516185);0,639
1;c(8.97188377471756, 59.7385341552874);0,57
1;c(17.2294, 68.3437);0,846
1;c(15.80054, 67.90556);0,853
1;c(10.4373564894653, 59.0660226960898);0,509
1;c(6.30454, 62.4625);0,531
1;c(6.67332974521521, 59.2777925640573);0,851
1;c(6.45782526056289, 59.2242882231626);0,808
1;c(5.2581, 59.5208);0,72
1;c(5.45865764546928, 62.2205954206606);0,531
1;c(7.4758, 60.6063);0,848
1;c(7.70992, 62.44288);0,871
1;c(8.39043754371473, 60.4105544999436);0,758
1;c(9.0274, 60.6473);0,36
1;c(9.723, 59.0289);0,49
1;c(8.5012463753755, 60.285350719458);0,827
1;c(7.9349, 60.7813);0,854
1;c(9.0438610619501, 60.3580590976959);0,696
1;c(7.9156, 60.809);0,854
1;c(8.54952979716086, 60.7164681923642);0,702
1;c(9.70939241322263, 60.1227565433506);0,577
1;c(8.15976759977617, 59.4934163811423);0,613
1;c(8.73554987447699, 60.3847570164849);0,643
1;c(8.89946408669369, 60.1695502383298);0,702
1;c(9.04366731575289, 60.2054531053807);0,531
1;c(8.64293970895351, 60.5551627800282);0,74
1;c(5.25948628506185, 59.2806774798043);0,687
1;c(9.6399, 61.2352);0,672
1;c(9.8845, 61.1803);0,688
1;c(11.8201933127233, 65.8685134965524);0,531
1;c(11.8104939485799, 65.8507126393201);0,531
1;c(11.7687929238191, 65.8393117467348);0,531
1;c(9.26, 61.6918);0,707
1;c(11.1402, 60.804);0,47
1;c(10.72237, 59.97258);0,364
1;c(5.79873404503982, 58.5010536520993);0,647
1;c(5.9381, 58.8676);0,666
1;c(8.4861, 61.4507);0,831
1;c(6.555967768706, 58.2153509467472);0,531
1;c(7.51735744466396, 59.2407000007254);0,593
1;c(12.1501223974609, 61.419131647972);0,585
1;c(5.62980436698996, 59.1151751660822);0,531
1;c(9.4659, 61.697);0,58
1;c(9.3656, 61.7594);0,7
1;c(9.2468, 60.036);0,445
1;c(9.4847, 62.6826);0,865
1;c(11.6156, 59.3058);0,386
1;c(11.7074859072933, 59.3876472946702);0,385
1;c(10.9221712675914, 61.6194279358887);0,423
1;c(5.7882, 58.5188);0,531
1;c(9.63256192294123, 60.8055826883628);0,557
1;c(11.4058, 60.7186);0,41
1;c(11.3414, 60.488);0,589
1;c(10.6881053913595, 60.6077852785286);0,522
1;c(8.7924, 60.4663);0,53
1;c(12.0351, 65.6997);0,774
1;c(9.4824, 59.9483);0,593
1;c(7.6101, 60.6701);0,847
1;c(11.7364, 61.8396);0,666
1;c(9.3591, 61.6106);0,69
1;c(10.2018, 60.5337);0,548
1;c(10.5356, 61.2052);0,514
1;c(10.7826, 60.7058);0,503
1;c(6.4189, 62.6106);0,79
1;c(5.2929, 59.5743);0,723
1;c(9.583, 62.2328);0,722
1;c(11.73388835675, 59.3439458519779);0,377
1;c(12.2882, 60.0614);0,547
1;c(11.8202, 60.1099);0,645
1;c(11.8622, 60.0547);0,608
1;c(11.763989266081, 59.3460462174901);0,347
1;c(12.4354832277706, 60.1164825600252);0,522
1;c(9.5146, 61.4359);0,728
1;c(11.7167851758184, 59.4161484869199);0,349
1;c(7.2462, 61.9513);0,791
1;c(10.2937, 60.7578);0,536
1;c(8.8588, 62.198);0,839
1;c(8.3555, 62.0534);0,87
1;c(8.4365, 62.0641);0,85
1;c(8.9167, 61.0333);0,698
1;c(8.2074, 62.2677);0,794
1;c(9.3758, 60.7276);0,621
1;c(8.4526, 61.1705);0,82
1;c(8.646718667629, 61.0489823731083);0,821
1;c(10.5287, 60.238);0,614
1;c(10.1109, 61.73);0,753
1;c(10.0933, 59.7179);0,361
1;c(8.3181, 60.8969);0,807
1;c(8.3645, 60.8792);0,815
1;c(8.68004356526923, 60.4923606842955);0,628
1;c(10.963830503092, 62.5706669399328);0,685
1;c(8.3124, 60.6891);0,781
1;c(10.07, 59.7383);0,42
1;c(9.933, 58.9679);0,492
1;c(10.1102, 59.6908);0,389
1;c(12.7217, 65.7366);0,867
1;c(11.4361391502756, 62.7518789480416);0,748
1;c(9.7381, 61.412);0,64
1;c(13.6853, 66.5197);0,846
1;c(10.9284, 60.615);0,514
1;c(10.568, 60.4544);0,559
1;c(10.4567, 60.3246);0,587
1;c(10.5261, 60.4387);0,635
1;c(10.434, 60.3446);0,653
1;c(10.6601, 60.6913);0,48
1;c(10.6281126142804, 60.3773755975823);0,632
1;c(5.0611, 62.01);0,531
1;c(10.5035, 60.6725);0,566
1;c(10.6233, 60.6163);0,543
1;c(11.5245, 59.5369);0,591
1;c(10.5274, 60.3511);0,624
1;c(11.5785551555194, 60.0990738103561);0,584
1;c(8.4854, 60.2333);0,82
1;c(10.8245, 59.9707);0,396
1;c(10.6246, 60.6424);0,53
1;c(7.19327704766683, 62.9925456627771);0,821
1;c(8.7041, 60.3125);0,805
1;c(8.96779919700552, 59.3412187306032);0,314
1;c(11.6908610710382, 60.0420726414716);0,676
1;c(8.8852, 60.2831);0,366
1;c(8.8753, 60.2652);0,366
1;c(8.7518, 60.4625);0,609
1;c(5.5579, 58.6594);0,531
1;c(9.4433, 59.97);0,574
1;c(10.0675, 59.7159);0,42
1;c(10.6520181353799, 60.2580711353853);0,588
1;c(10.8838362044748, 62.3832585072964);0,629
1;c(8.1227, 61.6679);0,852
1;c(8.529, 60.9697);0,824
1;c(11.0622647705561, 61.8823399070503);0,54
1;c(9.87001358637952, 62.0970368443393);0,702
1;c(12.0648107423624, 61.6284392657334);0,764
1;c(11.0639386519176, 62.4704638219631);0,656
1;c(10.8952422937658, 62.257353491582);0,714
1;c(11.3825, 62.6985);0,644
1;c(9.5958, 62.5959);0,785
1;c(9.6051, 62.5439);0,697
1;c(9.5731, 62.5986);0,757
1;c(9.6047, 62.5544);0,697
1;c(9.6244, 62.6045);0,785
1;c(10.0015, 62.379);0,692
1;c(11.4308, 62.6676);0,679
1;c(10.3262, 61.3229);0,409
1;c(9.9968, 61.2877);0,45
1;c(9.2037, 61.487);0,707
1;c(9.305, 61.4869);0,634
1;c(9.7468, 61.4902);0,734
1;c(7.2817, 61.9459);0,871
1;c(5.13875000601146, 62.1625895395722);0,823
1;c(9.77005253201057, 61.1365972258095);0,756
1;c(8.7749, 61.7208);0,818
1;c(9.0634, 61.7416);0,688
1;c(11.752488491288, 59.357046534774);0,347
1;c(10.0638, 59.9067);0,597
1;c(11.9404, 61.8264);0,688
1;c(9.44414461038111, 61.0652911175345);0,654
1;c(9.69289177807262, 62.4350488035383);0,799
1;c(8.70181439068006, 61.1886885002588);0,757
1;c(10.8679, 60.579);0,531
1;c(9.41038084747235, 62.4568468389956);0,846
1;c(8.3579, 62.527);0,866
1;c(9.5453, 62.0646);0,705
1;c(5.4245542764349, 62.2646968262513);0,531
1;c(8.66861434917026, 61.1643871916252);0,588
1;c(5.19238545034947, 59.2517756408423);0,783
1;c(12.0962, 60.1391);0,532
1;c(12.4715827379393, 60.1620846884329);0,528
1;c(11.5889151959443, 61.1203143486304);0,688
1;c(8.64443502730324, 60.6669672077172);0,534
1;c(8.14782039494296, 60.6283605777054);0,843
1;c(9.05434961650123, 60.6413703684553);0,356
1;c(8.95544281042244, 60.7252726821936);0,384
1;c(10.6111355688401, 62.1841477311503);0,624
1;c(9.16254972420422, 60.7238747254426);0,698
1;c(9.05055246270907, 60.5704675306066);0,337
1;c(9.08995062419926, 60.6453708869988);0,336
1;c(9.89631445967849, 59.7175425810531);0,59
1;c(8.40543082596539, 60.5812613750754);0,722
1;c(8.48723011285118, 60.6610653643002);0,706
1;c(8.58783340438302, 60.6613664073429);0,428
1;c(9.58009566850304, 59.9348479071911);0,648
1;c(9.27867244031039, 60.2680579313069);0,38
1;c(8.49216986991627, 59.701627849333);0,713
1;c(11.1461, 62.7839);0,656
1;c(10.1195, 62.5893);0,79
1;c(14.3869, 67.2107);0,531
1;c(20.5012, 69.4938);0,747
1;c(21.0908, 69.7949);0,749
1;c(11.525, 63.6546);0,865
1;c(12.1139, 63.9761);0,771
1;c(10.8002, 63.5354);0,474
1;c(10.1632228682599, 59.7244454812795);0,28
1;c(10.4831, 62.4618);0,715
1;c(10.5621, 62.4878);0,672
1;c(11.7568567245198, 62.6201766336931);0,755
1;c(8.28881313089044, 60.9038729309388);0,808
1;c(8.5398, 62.1924);0,868
1;c(8.54697589920921, 59.594124240144);0,641
1;c(7.8431, 60.2696);0,844
1;c(8.89865333393035, 60.4298604496676);0,699
1;c(8.6268, 60.4986);0,655
1;c(8.82393499106634, 60.8068745745136);0,613
1;c(7.87876059786307, 59.4464116700888);0,681
1;c(9.65342987656905, 59.1083166191669);0,466
1;c(9.69194644960014, 61.2168996497011);0,681
1;c(11.8309932406799, 65.8773139785037);0,531
1;c(9.23719566043355, 62.0098269347);0,729
1;c(10.1673184872912, 59.8411500674747);0,54
1;c(9.5301, 58.8938);0,482
1;c(10.9382, 59.0469);0,435
1;c(8.4821, 60.7095);0,707
1;c(24.7880777425915, 69.7581882172083);0,799
1;c(10.6658056994231, 60.5815840248697);0,549
1;c(7.8475538651297, 61.8885077068831);0,876
1;c(5.9746259057531, 58.8409684230157);0,695
1;c(8.61536947894431, 59.8098333100789);0,681
1;c(11.1997, 60.6269);0,59
1;c(9.7562, 61.4262);0,72
1;c(8.875, 62.2196);0,849
1;c(7.7117, 61.8095);0,872
1;c(12.3237651804806, 60.4928963552525);0,511
1;c(9.24883720792774, 61.0850899366894);0,756
1;c(9.3417391700134, 61.1118919422725);0,729
1;c(7.80429099479118, 61.0441734706969);0,859
1;c(9.5377, 60.5384);0,492
1;c(9.8078, 62.0791);0,757
1;c(8.9805, 61.1011);0,47
1;c(10.2167, 60.8079);0,593
1;c(8.8332, 62.1208);0,809
1;c(8.6761, 61.125);0,588
1;c(8.4374, 60.9244);0,809
1;c(8.3831, 60.8703);0,776
1;c(10.9591, 60.8193);0,608
1;c(11.4742061789613, 61.2437181858219);0,693
1;c(10.4347, 60.3599);0,653
1;c(10.5761, 60.5846);0,549
1;c(10.7341, 60.1264);0,596
1;c(10.5322, 60.6596);0,555
1;c(11.1505, 60.5626);0,516
1;c(10.49, 60.2991);0,586
1;c(10.8965, 60.6945);0,46
1;c(11.0611, 64.6361);0,531
1;c(8.7037, 60.4535);0,622
1;c(11.4080412679263, 62.6835758761799);0,644
1;c(8.5657, 60.9877);0,824
1;c(9.81530694436243, 62.2005404951032);0,75
1;c(10.6458562793444, 61.7442302652368);0,535
1;c(12.0451096917106, 61.6370394260358);0,764
1;c(10.9011043184255, 60.8114954242701);0,409
1;c(8.9375, 61.7659);0,707
1;c(10.0758, 59.727);0,42
1;c(9.64938783570881, 62.4864504606673);0,817
1;c(8.72655432604365, 60.2702524281864);0,472
1;c(9.71630902350544, 62.079934610487);0,704
1;c(9.47249286735977, 59.9172461457727);0,593
1;c(9.5476, 62.1948);0,717
1;c(9.9271, 62.6267);0,781
1;c(11.8181, 62.8393);0,785
1;c(11.8767, 65.7014);0,824
1;c(9.7405, 62.2238);0,712
1;c(9.5681, 62.7335);0,857
1;c(11.159, 64.8142);0,531
1;c(12.1819, 65.475);0,531
1;c(10.7056, 62.7284);0,807
1;c(11.5052, 63.6483);0,865
1;c(10.8653, 62.2147);0,714
1;c(9.7399, 63.7602);0,796
1;c(11.1652, 63.0439);0,842
1;c(11.8289, 62.9514);0,733
1;c(9.4905, 62.8143);0,89
1;c(10.1278, 62.2945);0,684
1;c(9.7482, 58.9884);0,531
1;c(9.61433732205126, 58.8750072839125);0,531
1;c(10.026511393446, 59.9051511772437);0,592
1;c(8.5704, 60.6376);0,483
1;c(6.42862421970043, 59.2277880466697);0,808
1;c(12.0978, 64.0126);0,77
1;c(11.3167018135975, 61.2181156483526);0,65
1;c(12.6262, 66.1822);0,531
1;c(10.053, 61.3641);0,715
1;c(9.1896, 62.0956);0,729
1;c(10.3904, 59.0985);0,57
1;c(10.0147, 61.8838);0,674
1;c(10.9573, 60.5795);0,59
1;c(10.5585, 60.5596);0,557
1;c(15.3984, 67.097);0,531
1;c(7.2947, 62.2262);0,849
1;c(10.7657, 60.7133);0,497
1;c(10.2755555507809, 61.4667154549143);0,698
1;c(7.5044, 60.6008);0,847
1;c(9.7736, 61.596);0,448
1;c(11.7954652604577, 62.4608704872892);0,688
1;c(8.75375083883647, 60.375856852066);0,704
1;c(12.1173, 60.1243);0,518
1;c(9.0485, 62.513);0,848
1;c(10.7537, 62.1159);0,698
1;c(11.2631, 63.2848);0,854
1;c(9.5674, 62.2246);0,722
1;c(8.9713, 62.1106);0,795
1;c(4.89455840650044, 61.8364737087701);0,817
1;c(12.3776, 65.1915);0,531
1;c(8.70421, 62.65769);0,812
1;c(7.95376863011041, 59.3033069287159);0,687
1;c(10.4074, 61.2223);0,475
1;c(11.0124322722451, 62.5699673856114);0,587
1;c(12.3941, 65.6102);0,84
1;c(10.1944207906559, 62.1875437505099);0,734
1;c(10.1825, 59.7261);0,294
1;c(8.4675, 61.7186);0,862
1;c(22.9536653941573, 70.0464893714202);0,746
1;c(10.093, 59.7089);0,361
1;c(8.49353257350984, 60.6080633367517);0,562
1;c(11.735, 65.0921);0,773
1;c(11.8529, 62.6819);0,732
1;c(11.3546, 63.1846);0,825
1;c(7.2142, 60.3659);0,852
1;c(11.1893, 62.8371);0,583
1;c(9.4162, 63.8063);0,797
1;c(12.3657, 66.008);0,531
1;c(11.7572, 65.1007);0,827
1;c(9.0982, 62.8376);0,887
1;c(9.497, 62.6213);0,835
1;c(11.7512, 62.9634);0,79
1;c(11.8188, 65.6815);0,833
1;c(9.5489, 62.2621);0,718
1;c(9.758, 62.1534);0,723
1;c(11.8525, 62.7893);0,749
1;c(8.524, 62.5302);0,886
1;c(11.8672, 62.8473);0,777
1;c(11.0935, 63.5713);0,803
1;c(11.284, 62.5392);0,636
1;c(10.6489, 62.7467);0,784
1;c(8.7081, 63.6118);0,804
1;c(10.8733, 63.3464);0,666
1;c(9.8907, 62.6522);0,655
1;c(11.1922, 62.8745);0,583
1;c(11.4717, 62.5735);0,755
1;c(9.5975, 62.772);0,86
1;c(10.2921, 62.9753);0,806
1;c(10.8885, 63.4723);0,368
1;c(9.9531, 64.0715);0,813
1;c(13.3465, 68.0405);0,531
1;c(11.9175, 62.6532);0,787
1;c(9.678, 63.7156);0,777
1;c(9.1437, 62.1105);0,724
1;c(11.4504, 62.6711);0,679
1;c(12.1349, 65.115);0,853
1;c(9.0905, 63.5271);0,77
1;c(10.0853, 63.966);0,814
1;c(15.0358, 67.9322);0,826
1;c(11.5423, 62.8311);0,776
1;c(21.7958, 69.9142);0,531
1;c(12.2662, 62.353);0,725
1;c(9.9696, 63.9562);0,531
1;c(11.5105, 62.688);0,763
1;c(9.4161, 63.7958);0,797
1;c(9.5261, 62.0632);0,707
1;c(10.3368, 62.6592);0,78
1;c(7.5993, 62.5026);0,778
1;c(9.6059, 62.226);0,72
1;c(9.9575, 64.0494);0,813
1;c(9.6369, 62.3753);0,763
1;c(11.7426, 62.8723);0,77
1;c(12.0852, 65.6739);0,823
1;c(7.991, 63.3457);0,823
1;c(10.5856, 64.4324);0,817
1;c(5.3723, 62.2322);0,531
1;c(8.569, 60.8878);0,823
1;c(12.6092, 66.3615);0,813
1;c(12.1353, 65.9081);0,815
1;c(9.4596, 62.7202);0,864
1;c(12.7199, 65.6585);0,781
1;c(11.1443, 64.8952);0,828
1;c(14.7186, 68.5167);0,822
1;c(14.2461, 66.7208);0,856
1;c(14.8982, 66.9343);0,856
1;c(14.1712, 66.755);0,856
1;c(11.4202, 62.7794);0,748
1;c(11.4239, 62.8242);0,748
1;c(11.3384, 62.7359);0,744
1;c(10.8817, 63.5523);0,531
1;c(9.5767, 63.7071);0,787
1;c(9.7163, 62.8253);0,872
1;c(11.9246, 62.9225);0,755
1;c(11.299, 63.4833);0,683
1;c(10.6589, 62.1351);0,669
1;c(9.8791, 62.3591);0,699
1;c(8.9709, 62.513);0,888
1;c(11.1591, 62.6939);0,722
1;c(13.2699, 65.6299);0,791
1;c(6.99, 62.8891);0,8
1;c(9.6572, 63.6888);0,766
1;c(10.646, 62.9537);0,591
1;c(21.052, 69.8397);0,778
1;c(10.2013, 62.6874);0,774
1;c(12.1116, 65.1325);0,531
1;c(9.8389, 62.3055);0,701
1;c(11.6779, 63.0262);0,76
1;c(9.7592, 63.7242);0,787
1;c(13.9533, 66.5657);0,855
1;c(21.8191, 69.8423);0,75
1;c(20.5502, 69.5997);0,771
1;c(8.8942, 62.2183);0,843
1;c(10.8488, 64.976);0,811
1;c(10.5894, 64.4445);0,817
1;c(5.5179, 58.7367);0,657
1;c(9.533, 63.5937);0,531
1;c(10.5921, 63.4122);0,669
1;c(5.7647, 62.3423);0,531
1;c(13.21163, 63.40755);0,588
1;c(13.13534, 68.12148);0,531
1;c(13.82299, 63.7137);0,687
1;c(9.45374, 62.46407);0,846
1;c(9.43247, 62.46307);0,846
1;c(9.6989, 62.42327);0,799
1;c(9.65066, 62.4747);0,817
1;c(9.82912, 62.44688);0,776
1;c(9.2318, 62.50658);0,858
1;c(9.03659, 62.13904);0,806
1;c(9.46374, 61.04868);0,654
1;c(9.82223, 62.09072);0,707
1;c(9.86434, 62.06523);0,744
1;c(9.88879, 62.06254);0,746
1;c(9.7671, 62.09724);0,705
1;c(9.15024, 62.50403);0,86
1;c(9.11723, 62.5009);0,866
1;c(9.03489, 62.47088);0,864
1;c(8.94364, 62.48639);0,862
1;c(8.90805, 62.44431);0,869
1;c(8.92384, 62.41436);0,874
1;c(8.96309, 62.53686);0,888
1;c(9.12297, 62.58088);0,792
1;c(8.90274, 62.50348);0,886
1;c(9.06629, 62.50829);0,848
1;c(8.98792, 62.51772);0,888
1;c(8.95428, 62.50406);0,884
1;c(8.9355, 62.49974);0,862
1;c(9.148061, 60.868828);0,587
1;c(8.994103, 60.897037);0,645
1;c(9.183771, 60.870023);0,577
1;c(9.476067, 61.039935);0,636
1;c(15.47439, 63.11024);0,532
1;c(16.33709, 62.41351);0,628
1;c(16.71324, 62.37568);0,556
1;c(16.75356, 62.73433);0,57
1;c(15.62967, 62.62526);0,53
1;c(16.6545, 62.6901);0,575
1;c(15.81471, 62.4235);0,559
1;c(16.32525, 62.28794);0,56
1;c(17.07555, 62.26067);0,495
1;c(15.99994, 62.63421);0,513
1;c(17.91255, 59.7387);0,432
1;c(14.94847, 59.48715);0,454
1;c(15.17265, 62.96752);0,541
1;c(12.41709, 60.93252);0,658
1;c(15.79611, 59.73985);0,684
1;c(11.67842, 57.69798);0,531
1;c(12.35434, 58.24764);0,217
1;c(16.12998, 59.83784);0,605
1;c(14.57834, 57.6775);0,388
1;c(15.12832, 57.67437);0,412
1;c(14.93066, 57.78356);0,362
1;c(14.85553, 57.86906);0,399
1;c(14.90007, 57.86277);0,414
1;c(12.0007, 59.1958);0,295
1;c(12.44185, 59.09119);0,315
1;c(14.34949, 57.61545);0,407
1;c(14.96631, 57.95327);0,375
1;c(14.34769, 57.92254);0,343
1;c(14.57359, 57.75081);0,309
1;c(15.00187, 57.98505);0,367
1;c(14.45023, 57.90168);0,397
1;c(14.50925, 57.64794);0,438
1;c(14.47048, 57.68634);0,425
1;c(14.52992, 57.71944);0,337
1;c(14.39893, 57.6274);0,373
1;c(15.01777, 57.72694);0,361
1;c(14.88588, 57.86856);0,414
1;c(14.61595, 57.92482);0,359
1;c(14.92519, 57.83602);0,405
1;c(8.84061, 61.253318);0,737
1;c(9.18659, 60.98581);0,371
1;c(9.41231, 61.10437);0,732
1;c(9.40201, 61.06301);0,628
1;c(9.65942, 62.51501);0,792
1;c(9.54982, 62.71269);0,857
1;c(10.6771, 60.70718);0,509
1;c(10.60811, 60.66048);0,53
1;c(14.42386, 55.99378);0,531
1;c(12.55856, 56.444);0,506
1;c(14.8429, 68.50598);0,828
1;c(19.3421, 70.21598);0,531
1;c(15.77685, 56.19966);0,313
1;c(9.127778, 62.075278);0,721
1;c(9.45125, 62.12133);0,828
1;c(9.437222, 62.140556);0,763
1;c(12.50167, 56.27714);0,5
1;c(16.19983, 60.30897);0,672
1;c(12.79882, 59.91266);0,501
1;c(15.28785, 58.98022);0,401
1;c(15.25977, 58.99626);0,401
1;c(12.74813, 59.94491);0,545
1;c(15.11574, 58.89144);0,374
1;c(15.09633, 58.89016);0,374
1;c(14.7961, 58.90819);0,323
1;c(15.04711, 58.89544);0,37
1;c(15.11879, 58.82502);0,411
1;c(15.08054, 58.92374);0,355
1;c(15.24243, 58.86889);0,361
1;c(15.30304, 59.0117);0,444
1;c(15.02023, 58.97259);0,362
1;c(15.06494, 58.79558);0,387
1;c(14.83787, 61.18021);0,654
1;c(15.0657, 60.22344);0,658
1;c(14.35369, 60.13751);0,584
1;c(14.76578, 61.16011);0,584
1;c(15.4635, 60.02296);0,645
1;c(15.40569, 60.3531);0,64
1;c(15.63336, 60.12023);0,65
1;c(15.10596, 60.30787);0,626
1;c(14.82439, 60.16607);0,636
1;c(14.63092, 60.83948);0,659
1;c(15.13745, 60.97758);0,667
1;c(13.40734, 60.992);0,557
1;c(13.93983, 61.241);0,612
1;c(15.21048, 61.02279);0,623
1;c(15.59058, 60.33557);0,668
1;c(14.86663, 60.20048);0,71
1;c(14.69524, 60.04297);0,642
1;c(14.82185, 59.25853);0,349
1;c(14.63705, 60.84806);0,659
1;c(14.73719, 61.15405);0,654
1;c(16.27859, 60.3376);0,674
1;c(14.91879, 59.29469);0,391
1;c(15.39831, 60.81268);0,704
1;c(15.82233, 60.3528);0,657
1;c(14.72074, 60.03151);0,573
1;c(15.1078, 60.75422);0,624
1;c(15.72435, 60.14071);0,644
1;c(13.89371, 60.24748);0,724
1;c(15.11367, 60.02877);0,484
1;c(15.33145, 60.72442);0,705
1;c(15.04657, 60.06072);0,507
1;c(15.10475, 60.36441);0,582
1;c(15.12585, 60.30798);0,63
1;c(15.61582, 60.19784);0,645
1;c(15.61504, 60.33247);0,658
1;c(15.65104, 60.29877);0,657
1;c(15.66927, 60.35049);0,624
1;c(15.96838, 60.94593);0,646
1;c(13.60411, 61.54963);0,573
1;c(15.19695, 61.05324);0,643
1;c(16.19108, 60.28672);0,677
1;c(16.21809, 60.27856);0,697
1;c(14.34111, 61.26388);0,519
1;c(13.46127, 60.96243);0,54
1;c(13.21889, 63.51358);0,76
1;c(14.73277, 63.39858);0,325
1;c(13.03039, 63.55451);0,797
1;c(14.98831, 62.99316);0,495
1;c(14.86056, 63.21903);0,492
1;c(12.7436, 63.44589);0,729
1;c(13.93813, 63.39116);0,43
1;c(15.06645, 62.81614);0,477
1;c(14.06739, 63.36257);0,479
1;c(13.15813, 63.3808);0,652
1;c(13.19099, 63.25947);0,549
1;c(14.71582, 63.01573);0,484
1;c(14.04248, 63.34508);0,479
1;c(13.90926, 63.40385);0,41
1;c(13.98208, 63.39637);0,47
1;c(13.86622, 63.40709);0,42
1;c(15.46, 63.88619);0,578
1;c(13.80827, 63.57058);0,559
1;c(14.06414, 63.3246);0,467
1;c(14.88916, 63.40064);0,457
1;c(15.2337, 63.49969);0,554
1;c(15.04038, 63.42043);0,459
1;c(15.11614, 62.96403);0,53
1;c(15.26473, 63.03803);0,555
1;c(14.38915, 63.2488);0,397
1;c(14.8197, 63.09543);0,504
1;c(14.8654, 63.27235);0,526
1;c(14.49223, 62.94835);0,591
1;c(14.35325, 63.02004);0,536
1;c(14.39052, 62.83511);0,541
1;c(14.56861, 62.98554);0,541
1;c(14.89915, 63.01328);0,488
1;c(13.76362, 62.37034);0,493
1;c(13.81199, 63.50241);0,52
1;c(14.75739, 63.07729);0,497
1;c(14.48227, 62.7737);0,569
1;c(14.35919, 63.02947);0,536
1;c(14.17743, 63.46556);0,492
1;c(14.15534, 63.46149);0,578
1;c(14.30563, 63.30245);0,346
1;c(14.33305, 63.39831);0,461
1;c(14.0641, 63.3139);0,467
1;c(13.23816, 63.47074);0,67
1;c(15.01707, 63.07498);0,474
1;c(14.42036, 63.26015);0,466
1;c(13.14655, 63.26852);0,703
1;c(12.93502, 63.13064);0,54
1;c(14.62323, 63.01293);0,366
1;c(13.779, 63.56661);0,563
1;c(14.41772, 63.26954);0,466
1;c(14.78549, 63.03558);0,51
1;c(14.77518, 63.02188);0,51
1;c(14.81009, 63.33221);0,462
1;c(14.31565, 63.02189);0,564
1;c(13.10565, 63.52923);0,749
1;c(15.4083, 62.12478);0,474
1;c(14.45055, 62.82767);0,524
1;c(14.36383, 62.66503);0,514
