"occurrenceStatus.2";"geometry.2";"pred.2"
1;c(13.29535, 63.31943);0,509
1;c(13.37794, 63.41933);0,652
1;c(14.71555, 63.17165);0,443
1;c(14.75034, 63.02692);0,51
1;c(14.57811, 62.96589);0,541
1;c(15.30135, 63.07915);0,567
1;c(15.12995, 62.97291);0,543
1;c(13.76689, 63.38111);0,477
1;c(13.85798, 63.49147);0,495
1;c(14.9201, 62.81317);0,491
1;c(14.45008, 63.05455);0,583
1;c(15.10763, 62.78838);0,526
1;c(14.52561, 63.523);0,515
1;c(13.2715, 63.31957);0,469
1;c(15.00704, 62.94021);0,539
1;c(15.38194, 62.99882);0,562
1;c(15.15632, 62.94763);0,499
1;c(13.8287, 63.40485);0,433
1;c(14.11184, 63.42513);0,488
1;c(14.56437, 63.27951);0,477
1;c(15.19569, 57.90783);0,391
1;c(15.46662, 57.75933);0,439
1;c(15.81901, 58.9289);0,546
1;c(14.51183, 63.08523);0,576
1;c(16.74066, 58.52809);0,375
1;c(16.72359, 58.45085);0,43
1;c(16.64687, 58.44614);0,531
1;c(13.08288, 63.31803);0,574
1;c(12.26363, 59.57293);0,529
1;c(12.67572, 60.26111);0,542
1;c(12.73609, 60.26799);0,732
1;c(12.51053, 59.21724);0,294
1;c(12.60761, 59.32513);0,356
1;c(15.15711, 61.13329);0,624
1;c(18.05685, 63.16778);0,505
1;c(17.27716, 62.89731);0,579
1;c(18.41454, 62.89836);0,563
1;c(16.19918, 63.5546);0,521
1;c(18.44739, 62.92226);0,531
1;c(18.34565, 62.85043);0,556
1;c(17.70302, 62.64129);0,544
1;c(18.31486, 62.88787);0,532
1;c(17.68767, 62.73735);0,543
1;c(17.23504, 62.93714);0,539
1;c(16.36039, 63.28798);0,53
1;c(18.18895, 62.80514);0,531
1;c(18.77709, 59.2841);0,348
1;c(18.0088, 60.45582);0,432
1;c(18.50612, 60.42422);0,531
1;c(17.96042, 60.41172);0,469
1;c(17.68967, 60.43827);0,513
1;c(18.6189, 60.15246);0,531
1;c(18.74576, 60.05989);0,34
1;c(18.86983, 59.9448);0,333
1;c(18.44987, 60.29064);0,337
1;c(17.98925, 60.16434);0,415
1;c(17.67425, 60.16915);0,501
1;c(18.42658, 59.99925);0,365
1;c(18.47133, 59.99836);0,365
1;c(17.39549, 59.99324);0,492
1;c(18.77248, 59.85721);0,299
1;c(19.12655, 59.82629);0,47
1;c(18.94643, 59.80826);0,323
1;c(18.98878, 59.78478);0,34
1;c(18.98451, 59.73997);0,33
1;c(18.85133, 59.74313);0,29
1;c(18.48709, 59.63881);0,29
1;c(18.3766, 59.93289);0,349
1;c(18.18826, 59.80173);0,34
1;c(18.31669, 59.73199);0,374
1;c(17.9614, 59.7383);0,38
1;c(17.38907, 59.85866);0,423
1;c(18.76735, 59.29595);0,531
1;c(17.97086, 60.56867);0,399
1;c(17.92384, 60.54698);0,446
1;c(17.87832, 60.54769);0,415
1;c(18.3772, 60.51657);0,377
1;c(17.87402, 60.48042);0,518
1;c(18.09642, 60.40945);0,387
1;c(17.91509, 60.41244);0,502
1;c(17.92238, 60.52455);0,471
1;c(17.87688, 60.52527);0,507
1;c(18.01031, 60.47824);0,395
1;c(18.05574, 60.47748);0,373
1;c(18.70683, 60.12811);0,531
1;c(18.82516, 59.94583);0,337
1;c(18.83746, 60.08028);0,531
1;c(18.79463, 60.10371);0,326
1;c(18.73582, 59.94784);0,329
1;c(18.83951, 60.10268);0,531
1;c(18.7378, 59.97025);0,348
1;c(18.78855, 60.03648);0,34
1;c(17.55957, 60.55225);0,551
1;c(17.51284, 60.53042);0,54
1;c(17.60511, 60.55165);0,475
1;c(17.61011, 60.64135);0,531
1;c(17.60635, 60.57407);0,475
1;c(17.6405, 60.37162);0,541
1;c(17.95451, 60.32203);0,506
1;c(18.087, 60.27493);0,442
1;c(18.26588, 60.24929);0,448
1;c(18.44265, 60.20099);0,348
1;c(18.43727, 60.13374);0,416
1;c(17.99522, 60.25402);0,525
1;c(18.03425, 60.16359);0,439
1;c(17.85426, 60.16649);0,432
1;c(18.43548, 60.11133);0,42
1;c(18.06845, 60.00587);0,473
1;c(16.71328, 58.63296);0,389
1;c(16.62651, 58.67509);0,405
1;c(16.53707, 58.64298);0,531
1;c(16.62316, 58.64247);0,418
1;c(17.32448, 60.39804);0,539
1;c(17.50346, 60.35099);0,538
1;c(17.40962, 60.28483);0,559
1;c(17.2661, 60.10695);0,601
1;c(15.67517, 58.86943);0,459
1;c(15.67534, 58.82454);0,454
1;c(15.24331, 58.77849);0,378
1;c(15.24404, 58.7336);0,318
1;c(15.67483, 58.9592);0,503
1;c(16.62004, 58.50782);0,416
1;c(16.27516, 58.37487);0,454
1;c(16.6159, 58.32827);0,473
1;c(16.3592, 58.28475);0,427
1;c(15.58851, 58.86931);0,455
1;c(15.84867, 59.00414);0,541
1;c(15.32353, 57.91962);0,326
1;c(15.50407, 58.55524);0,338
1;c(15.76251, 58.33083);0,397
1;c(15.76257, 58.28594);0,352
1;c(18.77848, 59.92443);0,333
1;c(18.64264, 59.90498);0,3
1;c(18.82109, 59.90101);0,345
1;c(18.55524, 59.92928);0,358
1;c(18.95278, 59.87548);0,383
1;c(18.59613, 59.88352);0,291
1;c(18.85747, 59.81035);0,309
1;c(18.94433, 59.78585);0,321
1;c(19.02674, 59.71648);0,519
1;c(18.49608, 59.75089);0,284
1;c(18.54049, 59.74997);0,303
1;c(18.75071, 59.6107);0,531
1;c(18.14534, 59.82495);0,355
1;c(18.23276, 59.80091);0,335
1;c(18.18666, 59.77931);0,338
1;c(18.27229, 59.73283);0,307
1;c(18.40375, 59.70784);0,295
1;c(18.04723, 59.69196);0,434
1;c(18.09159, 59.6912);0,451
1;c(17.82273, 59.65071);0,433
1;c(18.39509, 59.59576);0,304
1;c(18.35087, 59.59662);0,308
1;c(18.08702, 59.62393);0,323
1;c(18.17239, 59.57752);0,327
1;c(15.33935, 58.06064);0,388
1;c(16.70237, 58.37259);0,436
1;c(16.87187, 58.3264);0,531
1;c(16.78532, 58.2822);0,356
1;c(16.78094, 58.19516);0,372
1;c(15.33046, 58.78037);0,357
1;c(15.58962, 58.68976);0,405
1;c(15.5038, 58.6447);0,38
1;c(16.87731, 58.50592);0,34
1;c(16.79155, 58.50661);0,364
1;c(17.15519, 59.59195);0,571
1;c(17.11094, 59.5924);0,576
1;c(16.7058, 58.50724);0,413
1;c(16.7903, 58.46173);0,371
1;c(16.70465, 58.46236);0,405
1;c(17.03062, 58.22838);0,531
1;c(15.17314, 57.88035);0,391
1;c(18.64337, 59.38852);0,357
1;c(18.76346, 59.25112);0,348
1;c(18.07794, 59.48939);0,281
1;c(17.72514, 59.49505);0,387
1;c(17.98975, 59.4909);0,401
1;c(17.8561, 59.47061);0,414
1;c(14.73242, 58.13356);0,347
1;c(17.41635, 59.49922);0,375
1;c(15.42737, 57.74667);0,429
1;c(15.67814, 58.06143);0,401
1;c(16.78162, 58.14755);0,329
1;c(15.5106, 57.83668);0,439
1;c(15.51023, 57.88158);0,44
1;c(15.67831, 58.01654);0,365
1;c(15.33547, 57.82718);0,436
1;c(15.50523, 58.5387);0,356
1;c(12.51125, 58.82161);0,298
1;c(12.48327, 58.80813);0,272
1;c(11.90576, 59.08447);0,233
1;c(14.73715, 58.37126);0,407
1;c(12.21141, 59.04829);0,311
1;c(11.78745, 59.12103);0,336
1;c(12.10138, 58.58754);0,256
1;c(12.53144, 58.98374);0,281
1;c(12.33082, 58.76719);0,296
1;c(18.05867, 60.49359);0,373
1;c(15.09203, 58.14569);0,361
1;c(13.36322, 55.69813);0,348
1;c(14.28011, 57.85012);0,352
1;c(14.78515, 62.04013);0,493
1;c(14.60246, 62.0904);0,492
1;c(13.49526, 62.06838);0,592
1;c(14.06993, 61.85093);0,532
1;c(12.7895, 62.36694);0,645
1;c(12.29, 62.56287);0,722
1;c(13.54341, 62.09893);0,585
1;c(14.32485, 62.04745);0,599
1;c(13.86422, 62.44609);0,499
1;c(14.66628, 62.08322);0,491
1;c(13.83924, 62.26892);0,524
1;c(14.43642, 61.84717);0,509
1;c(12.91421, 62.44304);0,636
1;c(13.52419, 62.11002);0,582
1;c(15.84862, 58.95925);0,527
1;c(15.84855, 58.91437);0,505
1;c(16.02155, 58.82443);0,536
1;c(15.935, 58.82454);0,503
1;c(16.02127, 58.77954);0,504
1;c(16.19366, 58.73425);0,498
1;c(16.10733, 58.73448);0,516
1;c(16.021, 58.73465);0,497
1;c(15.84834, 58.73483);0,47
1;c(16.02073, 58.68976);0,487
1;c(16.44932, 58.55367);0,455
1;c(16.5352, 58.55321);0,45
1;c(15.84818, 58.60016);0,432
1;c(16.36415, 58.59896);0,453
1;c(11.95738, 57.35397);0,531
1;c(18.87248, 59.95438);0,333
1;c(14.52346, 63.17261);0,58
1;c(16.7079, 58.55261);0,394
1;c(16.79282, 58.5515);0,531
1;c(14.66245, 58.36786);0,366
1;c(14.91028, 58.28281);0,377
1;c(15.76294, 58.35311);0,398
1;c(15.4321, 59.3444);0,588
1;c(15.24114, 59.37113);0,563
1;c(15.54514, 58.99989);0,506
1;c(15.00177, 59.558);0,453
1;c(14.93075, 59.48304);0,454
1;c(14.91056, 59.47244);0,418
1;c(14.85352, 59.6768);0,57
1;c(14.80511, 59.62873);0,526
1;c(14.8613, 59.93381);0,559
1;c(15.06941, 59.95244);0,474
1;c(15.02817, 59.61491);0,473
1;c(15.07886, 59.93925);0,474
1;c(14.8339, 59.24595);0,395
1;c(14.437, 59.72379);0,597
1;c(14.62843, 59.69872);0,621
1;c(11.039211, 63.078769);0,845
1;c(10.556507, 63.309318);0,779
1;c(10.822017, 63.404925);0,456
1;c(10.242353, 63.429091);0,788
1;c(10.117265, 63.304462);0,74
1;c(10.05793, 63.861393);0,792
1;c(9.933206, 63.781477);0,79
1;c(10.197637, 63.797476);0,778
1;c(9.94243, 63.449333);0,761
1;c(9.31955, 63.335407);0,79
1;c(9.602334, 63.487069);0,779
1;c(9.482478, 63.523422);0,795
1;c(8.437995, 63.478258);0,816
1;c(11.591809, 62.387181);0,756
1;c(7.093973, 61.024363);0,846
1;c(9.630515, 62.206999);0,721
1;c(8.522396, 61.161769);0,599
1;c(9.081847, 61.192213);0,54
1;c(9.070402, 61.064736);0,504
1;c(9.16644, 61.007193);0,527
1;c(9.097929, 60.979429);0,378
1;c(9.353087, 60.82817);0,711
1;c(9.832256, 60.867358);0,542
1;c(14.55886, 56.26964);0,216
1;c(7.1375, 60.0939);0,844
1;c(14.9423, 67.1356);0,824
1;c(22.9783, 70.0622);0,735
1;c(12.4942, 65.7306);0,531
1;c(19.0012, 69.718);0,531
1;c(22.0127, 70.0835);0,773
1;c(17.8581, 69.1641);0,531
1;c(20.9454, 69.4501);0,737
1;c(17.1417, 69.2929);0,866
1;c(20.5693, 69.4198);0,764
1;c(18.3609, 69.4207);0,833
1;c(17.8036, 69.2454);0,853
1;c(15.4403, 67.2358);0,846
1;c(22.1435, 70.4889);0,752
1;c(19.2538, 69.7357);0,872
1;c(22.0483, 70.5981);0,765
1;c(20.7243, 70.0502);0,812
1;c(16.7509511977306, 68.4759720175282);0,874
1;c(16.8788, 68.4784);0,531
1;c(12.4666, 65.5642);0,855
1;c(15.1727497329404, 67.3221075427713);0,837
1;c(14.8654790802133, 68.2370450377826);0,814
1;c(14.3825583030113, 68.2180398444416);0,83
1;c(15.9495, 68.7811);0,839
1;c(16.1435, 68.454);0,848
1;c(16.7542, 68.4966);0,874
1;c(17.3667, 68.9961);0,531
1;c(16.4071, 69.3596);0,531
1;c(14.5762, 67.035);0,822
1;c(14.2207289214371, 66.9726837521907);0,836
1;c(14.3938395220281, 66.9195830098648);0,861
1;c(19.8509276519567, 69.6682501219841);0,846
1;c(14.8487482472854, 67.1067952559834);0,87
1;c(13.626, 66.9314);0,827
1;c(21.4378678835124, 70.3350918850053);0,712
1;c(19.0243859408159, 69.6667436725153);0,531
1;c(17.7569867598298, 68.6701890008946);0,842
1;c(17.1047, 68.3871);0,531
1;c(19.6447172860189, 69.666848484909);0,842
1;c(20.8860917466637, 69.4783493180725);0,763
1;c(25.9869764003371, 71.0085519790154);0,531
1;c(25.8251640435527, 71.0672537026716);0,812
1;c(25.742359412119, 71.066653187856);0,82
1;c(12.551210167476, 66.0921301114957);0,825
1;c(19.6677155960518, 69.7118506825775);0,812
1;c(13.5, 66.8422);0,531
1;c(13.756, 66.9509);0,822
1;c(13.1365102098518, 68.0965229660081);0,531
1;c(13.9320159067498, 66.9822815347905);0,826
1;c(9.62449712864459, 62.2689413559664);0,717
1;c(17.1095692370858, 68.4569741869282);0,531
1;c(19.6858152239011, 69.7321517333288);0,812
1;c(16.7027, 68.8672);0,531
1;c(16.6792, 68.8853);0,813
1;c(19.0257, 69.7502);0,853
1;c(18.1129, 69.6434);0,783
1;c(18.9132, 69.6305);0,531
1;c(14.7772, 67.1601);0,862
1;c(19.669, 69.8576);0,815
1;c(19.8239, 70.1811);0,531
1;c(19.7231, 69.7809);0,531
1;c(12.4611, 65.935);0,818
1;c(16.09517367282, 69.1842979302336);0,531
1;c(14.4856212664783, 67.2929001238708);0,8
1;c(14.3991170475264, 67.2999996522372);0,531
1;c(10.013317663774, 62.1171390909456);0,74
1;c(14.7625338095714, 68.842270940968);0,531
1;c(11.7491967598755, 65.7589081116521);0,531
1;c(13.6360308664568, 68.1225287781299);0,835
1;c(12.6727167128184, 67.6913007608849);0,828
1;c(15.7476, 67.8156);0,855
1;c(15.1060055485992, 67.9948364933679);0,531
1;c(15.8038714799368, 67.4278177024045);0,846
1;c(15.0119, 67.9339);0,826
1;c(15.1547, 67.889);0,531
1;c(14.9405, 67.8801);0,531
1;c(13.3216, 68.1021);0,82
1;c(12.870414531139, 67.8555098473379);0,828
1;c(13.4824, 66.8772);0,531
1;c(13.4002, 66.9123);0,531
1;c(13.7108, 66.8747);0,835
1;c(15.7149107336351, 68.3521576363225);0,531
1;c(12.322006726725, 65.989123498795);0,803
1;c(12.5408948535806, 66.3474410183474);0,531
1;c(15.1819742615952, 68.5329609554448);0,531
1;c(14.1900362012844, 66.8267771247349);0,854
1;c(14.2355381414456, 66.8269775469719);0,857
1;c(13.7856979941851, 67.1740885516756);0,531
1;c(13.0896090584607, 68.0825219075771);0,835
1;c(15.3127, 67.243);0,531
1;c(13.301, 68.0059);0,835
1;c(15.383, 67.2877);0,799
1;c(14.4826264836866, 68.7587647023837);0,816
1;c(14.4943, 67.2752);0,531
1;c(14.5022305185952, 67.1509940750715);0,846
1;c(14.5592, 67.2785);0,531
1;c(13.9661997237111, 67.2739945725023);0,824
1;c(14.5103206244199, 67.3214015930154);0,809
1;c(14.47632458134, 67.2311973434258);0,775
1;c(14.6825183583993, 67.4833102306554);0,812
1;c(14.0086007874208, 67.2867955202468);0,531
1;c(15.4482557183818, 68.9943838156137);0,778
1;c(15.5365577870512, 69.0254859784574);0,782
1;c(15.8567602576353, 69.2124971214875);0,531
1;c(12.3980154009299, 65.8917200408231);0,75
1;c(12.171408222997, 65.856316355868);0,531
1;c(12.6598181615297, 66.0305284911912);0,813
1;c(18.9029814280063, 69.6420416099254);0,531
1;c(20.3521, 69.3498);0,708
1;c(20.9348, 69.9115);0,531
1;c(20.9591618659847, 70.0307746892415);0,705
1;c(20.239029226178, 69.9569660379471);0,798
1;c(17.8973619160326, 69.1723125210404);0,847
1;c(18.3020624576914, 69.4718291961213);0,531
1;c(20.6287, 69.5165);0,531
1;c(20.7695, 69.5257);0,531
1;c(12.5261046891729, 66.1689331797632);0,812
1;c(8.75284594121603, 60.492561434798);0,609
1;c(21.7554, 69.8785);0,531
1;c(22.1026, 70.0426);0,786
1;c(21.9523, 69.9134);0,767
1;c(22.037, 70.043);0,771
1;c(15.8690975530987, 68.6666729227846);0,853
1;c(16.3170177546062, 68.6803773971898);0,847
1;c(19.886, 70.0111);0,778
1;c(19.71858966425, 70.1516708731197);0,799
1;c(19.6669882028072, 70.1333696525877);0,786
1;c(19.9521, 69.9981);0,531
1;c(19.7243, 70.0818);0,794
1;c(16.4478250138242, 68.6635777695493);0,858
1;c(17.6233534752953, 69.0960068718023);0,531
1;c(16.5621306186702, 68.6603786011074);0,845
1;c(25.8945, 71.0097);0,531
1;c(24.8194, 70.1807);0,751
1;c(24.8727, 70.1768);0,748
1;c(21.4605687763719, 70.3399922689468);0,531
1;c(23.0501271045831, 69.0096434832724);0,779
1;c(22.1701, 70.6121);0,531
1;c(22.5873, 70.2004);0,765
1;c(9.46103, 62.23639);0,733
1;c(9.50922, 62.23573);0,714
1;c(15.19204, 59.3847);0,511
1;c(15.0086, 59.40346);0,431
1;c(14.95325, 59.40883);0,361
1;c(15.31395, 59.35022);0,519
1;c(15.36682, 59.40018);0,548
1;c(15.33854, 59.3512);0,58
1;c(15.70757, 62.6343);0,534
1;c(16.35512, 62.34166);0,567
1;c(17.30598, 62.63529);0,472
1;c(16.44, 62.24708);0,503
1;c(15.60057, 62.60727);0,522
1;c(13.05425, 63.21717);0,502
1;c(12.97564, 63.1108);0,552
1;c(18.64228, 59.52332);0,285
1;c(14.14283, 57.53236);0,395
1;c(5.07443014820005, 60.4444205325288);0,531
1;c(19.884, 69.6797);0,835
1;c(5.13337, 59.2617);0,531
1;c(7.5422, 60.3295);0,849
1;c(7.0709, 61.0227);0,83
1;c(14.8150596498384, 68.4970560904704);0,531
1;c(6.12766210946794, 62.5729170350156);0,531
1;c(7.51895716842633, 61.581391914395);0,868
1;c(6.50898193385606, 62.4365156318062);0,797
1;c(5.90741, 62.57994);0,531
1;c(5.42391, 62.25551);0,531
1;c(6.08695985601012, 62.5900172865594);0,531
1;c(7.22363057558143, 61.9362030507616);0,791
1;c(6.67638895054056, 60.2569305462745);0,853
1;c(7.16050135910946, 60.3274384365171);0,856
1;c(6.5366, 60.3234);0,85
1;c(7.6852, 60.4171);0,852
1;c(7.2088, 60.3891);0,859
1;c(5.1693, 59.6761);0,812
1;c(5.0949, 60.5223);0,531
1;c(5.6638, 60.421);0,807
1;c(4.867, 60.7866);0,531
1;c(5.85054, 58.88222);0,582
1;c(10.0897, 62.8029);0,686
1;c(9.55259862312253, 62.1825371228783);0,717
1;c(4.9237, 61.8361);0,811
1;c(4.9447, 61.273);0,531
1;c(5.1356, 59.9851);0,796
1;c(6.5345, 60.5396);0,858
1;c(6.0919, 60.3122);0,841
1;c(17.66995, 58.81166);0,531
1;c(13.04752, 57.45886);0,443
1;c(14.94126, 63.01949);0,496
1;c(14.70649, 63.1041);0,444
1;c(14.84156, 63.09272);0,479
1;c(14.55331, 63.07358);0,545
1;c(16.48285, 59.91269);0,627
1;c(16.32772, 59.95841);0,657
1;c(13.20662, 63.34279);0,544
1;c(13.92793, 63.49001);0,47
1;c(13.18507, 63.31725);0,472
1;c(13.91006, 63.47416);0,512
1;c(13.95493, 63.50889);0,497
1;c(14.05053, 63.50557);0,586
1;c(13.98584, 63.49521);0,456
1;c(15.11788, 63.00464);0,492
1;c(15.14941, 62.71494);0,498
1;c(15.08148, 62.97611);0,478
1;c(14.49942, 62.96222);0,56
1;c(15.3438, 59.09359);0,51
1;c(15.0531, 59.0639);0,435
1;c(15.17758, 59.06393);0,475
1;c(14.98121, 59.04102);0,368
1;c(14.70919, 58.83252);0,335
1;c(18.41954, 60.44197);0,408
1;c(15.08076, 59.65164);0,502
1;c(16.24857, 60.26949);0,697
1;c(14.81324, 59.44342);0,391
1;c(15.00699, 59.54618);0,453
1;c(14.85795, 59.4675);0,4
1;c(14.80138, 59.53879);0,442
1;c(14.78971, 59.42259);0,379
1;c(14.77229, 59.41623);0,354
1;c(14.87483, 59.65842);0,449
1;c(13.60802, 58.27926);0,226
1;c(8.826587, 61.061599);0,696
1;c(8.807231, 61.067283);0,696
1;c(8.908829, 61.006978);0,652
1;c(8.86008, 61.048997);0,694
1;c(8.833728, 60.950282);0,733
1;c(8.797812, 61.007252);0,689
1;c(8.885841, 61.151189);0,548
1;c(8.941706, 60.998889);0,702
1;c(8.848088, 60.908192);0,669
1;c(8.784949, 61.063371);0,709
1;c(9.739918, 62.184285);0,75
1;c(9.937217, 62.153827);0,763
1;c(9.688445, 62.193079);0,7
1;c(10.368255, 59.964613);0,502
1;c(14.508066, 67.078674);0,839
1;c(14.705988, 67.012457);0,863
1;c(17.836871, 68.847801);0,833
1;c(8.650077, 60.137115);0,791
1;c(7.90228, 59.471698);0,581
1;c(17.27037, 68.751058);0,873
1;c(10.694896, 62.897622);0,721
1;c(14.718642, 66.898464);0,852
1;c(12.979351, 67.966589);0,836
1;c(14.809214, 66.908421);0,853
1;c(11.043063, 58.999138);0,531
1;c(12.992957, 68.025872);0,835
1;c(7.515185, 60.628477);0,853
1;c(8.066303, 61.667143);0,867
1;c(16.309265, 68.953619);0,531
1;c(16.269026, 68.97859);0,818
1;c(16.613549, 68.906609);0,833
1;c(10.67061, 60.025662);0,504
1;c(9.279346, 60.053668);0,509
1;c(12.009641, 60.200676);0,555
1;c(9.048048, 62.503379);0,848
1;c(14.132982, 66.873116);0,84
1;c(9.904878, 62.156914);0,742
1;c(8.468672, 59.492217);0,632
1;c(10.785088, 60.716194);0,497
1;c(10.865027, 60.640565);0,456
1;c(10.839124, 60.603204);0,51
1;c(10.856355, 60.648768);0,456
1;c(10.847708, 60.625538);0,456
1;c(10.907874, 60.622897);0,514
1;c(10.908381, 60.662406);0,494
1;c(17.785867, 68.783881);0,531
1;c(16.243494, 68.747353);0,844
1;c(7.915864, 61.072974);0,867
1;c(7.965862, 61.074264);0,863
1;c(7.530897, 61.061255);0,577
1;c(8.017847, 61.107244);0,861
1;c(8.002063, 61.095905);0,861
1;c(16.812591, 68.467372);0,872
1;c(16.871048, 68.469583);0,872
1;c(16.646373, 68.456949);0,531
1;c(17.268983, 68.473749);0,837
1;c(17.060098, 68.475334);0,531
1;c(16.750293, 68.509403);0,877
1;c(16.688695, 68.455567);0,531
1;c(16.712994, 68.453473);0,531
1;c(9.131591, 61.948527);0,735
1;c(8.58946, 61.819492);0,829
1;c(8.614761, 61.799727);0,829
1;c(8.579812, 61.469353);0,814
1;c(8.615024, 61.824234);0,829
1;c(8.912724, 61.808049);0,744
1;c(10.311329, 60.740469);0,616
1;c(10.26209, 60.793973);0,513
1;c(10.307548, 60.773335);0,536
1;c(10.282467, 60.834905);0,474
1;c(11.438492, 61.16068);0,682
1;c(8.411151, 59.484473);0,606
1;c(17.92705, 60.53745);0,471
1;c(12.18666, 59.28866);0,295
1;c(4.926363, 61.880638);0,81
1;c(5.14379, 61.858329);0,821
1;c(10.727331, 60.456065);0,612
1;c(10.798665, 60.460331);0,63
1;c(11.052077, 60.493136);0,497
1;c(12.378561, 65.651431);0,844
1;c(12.350264, 65.628406);0,531
1;c(12.419532, 65.68781);0,833
1;c(9.838531, 61.362515);0,699
1;c(9.592492, 61.243014);0,659
1;c(9.910938, 61.22428);0,747
1;c(9.780014, 61.359021);0,569
1;c(9.516017, 61.23794);0,716
1;c(9.891746, 61.269927);0,753
1;c(9.983636, 61.208689);0,749
1;c(9.815204, 61.317094);0,471
1;c(9.965192, 61.29504);0,479
1;c(9.753205, 61.262866);0,749
1;c(10.090427, 61.349865);0,717
1;c(9.824559, 61.211007);0,726
1;c(9.876308, 61.320224);0,478
1;c(10.058494, 61.316126);0,669
1;c(9.864516, 61.235897);0,762
1;c(9.362387, 61.291585);0,761
1;c(9.825631, 61.259033);0,749
1;c(9.480857, 61.253331);0,778
1;c(10.214656, 61.138442);0,53
1;c(9.552915, 61.418875);0,756
1;c(9.572587, 61.407562);0,724
1;c(9.765834, 61.351982);0,569
1;c(10.062535, 61.348874);0,715
1;c(9.867371, 61.373288);0,699
1;c(9.607167, 61.392321);0,741
1;c(8.276546, 62.240468);0,826
1;c(8.767342, 62.240013);0,841
1;c(8.489259, 62.083264);0,851
1;c(8.903967, 62.181469);0,852
1;c(8.935099, 62.11955);0,777
1;c(8.602232, 62.184217);0,866
1;c(9.701668, 61.61821);0,5
1;c(9.807284, 61.591224);0,492
1;c(9.379967, 61.499905);0,616
1;c(9.294816, 61.448495);0,673
1;c(9.36336, 61.506252);0,698
1;c(9.364735, 61.461613);0,621
1;c(9.355526, 61.410825);0,714
1;c(9.26273, 61.46885);0,683
1;c(9.251291, 61.446697);0,703
1;c(10.494293, 61.263462);0,542
1;c(10.194094, 61.357012);0,706
1;c(9.949511, 61.570658);0,503
1;c(9.737102, 61.459497);0,734
1;c(20.843185, 69.489356);0,531
1;c(20.794817, 69.760156);0,759
1;c(12.236561, 65.503102);0,531
1;c(12.272753, 65.477772);0,75
1;c(12.247123, 65.511653);0,531
1;c(12.165234, 65.390376);0,531
1;c(12.291523, 65.469292);0,75
1;c(12.497664, 65.402309);0,754
1;c(21.194388, 69.884726);0,531
1;c(21.118916, 69.876632);0,531
1;c(20.969216, 69.911767);0,531
1;c(8.740017, 63.617155);0,804
1;c(9.294181, 61.619873);0,713
1;c(9.215019, 61.734477);0,711
1;c(9.206468, 61.616263);0,708
1;c(9.632287, 61.757517);0,699
1;c(9.467504, 61.758536);0,608
1;c(9.322735, 61.609305);0,713
1;c(9.482899, 61.882635);0,683
1;c(9.468362, 61.902165);0,683
1;c(9.604104, 61.769314);0,672
1;c(9.190907, 61.66135);0,674
1;c(9.399618, 61.694654);0,712
1;c(9.557133, 61.749673);0,518
1;c(9.691984, 62.078876);0,7
1;c(9.506955, 61.738557);0,553
1;c(9.205842, 61.607197);0,708
1;c(9.467876, 61.783042);0,608
1;c(9.215715, 61.590215);0,678
1;c(9.550389, 61.679499);0,497
1;c(9.61572, 61.791077);0,672
1;c(9.590685, 61.721704);0,687
1;c(9.329829, 61.762168);0,681
1;c(9.690874, 61.810649);0,684
1;c(9.449857, 61.769457);0,678
1;c(9.221531, 61.797754);0,721
1;c(9.384288, 61.738776);0,729
1;c(9.504987, 61.768637);0,548
1;c(9.401963, 61.729568);0,729
1;c(9.443031, 61.716425);0,706
1;c(9.274165, 61.76606);0,715
1;c(9.36617, 61.743403);0,584
1;c(9.406869, 61.828929);0,662
1;c(9.383665, 61.840845);0,528
1;c(9.16183, 61.647357);0,73
1;c(9.231937, 61.751587);0,718
1;c(9.068425, 61.862818);0,672
1;c(9.078864, 61.783098);0,724
1;c(9.020735, 61.889405);0,703
1;c(9.128062, 61.761158);0,722
1;c(8.966043, 61.804212);0,697
1;c(9.285689, 61.823669);0,552
1;c(9.342185, 61.834132);0,683
1;c(9.027254, 61.946406);0,762
1;c(8.999237, 61.978545);0,783
1;c(8.960193, 61.926654);0,721
1;c(9.029091, 61.873425);0,668
1;c(9.366038, 61.827967);0,663
1;c(9.033555, 61.957176);0,762
1;c(8.980958, 61.919746);0,721
1;c(8.985315, 61.966336);0,783
1;c(9.152336, 61.881243);0,72
1;c(9.007428, 61.925492);0,762
1;c(9.289958, 61.833534);0,702
1;c(8.810206, 61.479744);0,811
1;c(8.925882, 61.93795);0,771
1;c(9.029984, 61.620275);0,774
1;c(8.939423, 61.931314);0,771
1;c(8.984758, 61.936443);0,721
1;c(8.935304, 61.536417);0,827
1;c(8.846467, 61.511928);0,804
1;c(8.990216, 61.551334);0,757
1;c(8.933503, 61.586868);0,685
1;c(9.148433, 61.860601);0,68
1;c(9.061505, 61.729156);0,688
1;c(8.903124, 61.844309);0,67
1;c(8.98473, 61.609236);0,752
1;c(9.239324, 61.84198);0,573
1;c(9.208885, 61.834848);0,573
1;c(9.169355, 61.863539);0,569
1;c(9.048836, 61.855376);0,672
1;c(8.937125, 61.844329);0,621
1;c(9.181371, 61.870525);0,569
1;c(9.153114, 61.846592);0,68
1;c(9.28641, 61.79916);0,552
1;c(9.162008, 61.551597);0,754
1;c(9.18954, 61.808036);0,718
1;c(9.278347, 61.809411);0,552
1;c(9.17477, 61.779688);0,728
